id,datetime_utc,volume_demand,volume_production,target,price_lag_1d,price_lag_7d,price_lag_30d,price_rolling_mean_7d,price_rolling_std_7d,price_rolling_mean_30d,price_rolling_std_30d,demand_production_ratio,demand_lag_1d,production_lag_1d,demand_rolling_mean_7d,demand_rolling_std_7d,demand_rolling_mean_30d,demand_rolling_std_30d,production_rolling_mean_7d,production_rolling_std_7d,production_rolling_mean_30d,production_rolling_std_30d,price_change_1d,month_sin,month_cos,price_ewm_alpha_0.5,demand_ewm_alpha_0.5,production_ewm_alpha_0.5,price_anomaly,price_boxcox,coal_price,crude_oil_price,natural_gas_price,Fill_Level,Precipitation,Max_Temp,Avg_Temp,Min_Temp,Max_Wind,Max_Gust,Avg_Wind,Snow_Depth,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,is_weekend_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2017,year_2018,season_Spring,season_Summer,season_Winter
1,2016-01-30,0.8427828465086221,-0.37353653402603815,15.345416666666669,-1.6449972896960587,-0.7830813306132868,-1.6635730672367603,-1.4273637146739033,1.0665170804025133,-0.5619508109057559,4.006934000678016,0.8867424394553998,4700.625,5592.875,4733.839285714285,116.8821136391702,5241.0888888888885,438.1679645957207,6671.726190476191,1167.1769357465084,8276.529166666667,1146.855152753508,-0.8300000000000001,0.0,1.0,16.220022587232148,4660.06020392981,5675.113418519472,0,1.4797306489342787,44.6,32.910000000000004,-1.1008207497119986,0.7022763408593803,-0.295033716014413,-0.15202764687538864,-1.461952165443219,0.33724442813702693,2.496929779360335,0.4757023834493887,-1.6445897514631085,0.6198582110513212,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2016-01-31,0.8292376465842349,-0.05154913535968739,16.520833333333332,-1.737056163357571,-0.9692813965200705,-1.6355758770575597,-1.520384377556383,0.7898616393306368,-0.5623736786314855,4.008926406980651,0.8050322278899136,4599.791666666667,5187.291666666667,4691.803571428572,106.21553557129236,5249.722222222222,421.86536214808183,6308.142857142857,975.465852281994,8190.968055555556,1239.48939181768,1.1754166666666652,0.0,1.0,16.37042796031776,4625.00926862341,5688.348375929484,0,1.4958692861120724,44.45,32.68,-1.1008207497119986,0.6877839380796892,-0.295033716014413,-0.15202764687538864,-0.4471986087745752,0.33724442813702693,2.496929779360335,0.4757023834493887,-1.6445897514631085,0.9456957841574629,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2016-02-01,1.3810323587581803,0.8394922302926305,18.585416666666667,-1.6066856399644356,-0.75968298773628,-1.7854963147913452,-1.6100328963525672,-0.5117397211334503,-0.5490308154331611,3.948096695356075,0.7004473815023832,4589.958333333333,5701.583333333333,4706.303571428572,139.37974106346553,5261.219444444444,409.3483742084655,6179.892857142857,744.0673509288226,8182.177777777778,1246.2930366513417,2.064583333333335,0.4999999999999999,0.8660254037844387,17.477922313621143,4807.775467666315,6406.570021381687,0,1.5205796557424165,44.3,32.45,-1.1008207497119986,0.6732915352999981,-0.295033716014413,-0.15202764687538864,-0.4471986087745752,0.33724442813702693,2.496929779360335,0.4757023834493887,1.9772883678510476,0.9160741866023592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2016-02-02,1.1964503123309485,0.3821934294645387,16.95625,-1.3776938131608236,-1.4309053297863206,-1.7051172849220266,-1.6288527369313446,-0.6056736202524295,-0.5452406034816435,3.9296551024821365,0.7595021666177957,4990.541666666667,7124.791666666667,4726.52380952381,150.66194194508688,5259.643055555556,410.8603829434398,6093.755952380953,664.288344679949,8133.090277777778,1287.4561649571708,-1.6291666666666664,0.4999999999999999,0.8660254037844387,17.21708615679539,4832.15856716791,6400.472510690489,0,1.5014372523208532,45.05,30.98,-1.5292614079123636,0.6485045310127578,-0.295033716014413,-0.15202764687538864,-1.0814195816924776,0.33724442813702693,2.496929779360335,0.4757023834493887,1.9772883678510476,0.9160741866023592,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2016-02-03,1.2961452795710298,0.8467704028785425,17.78125,-1.5583917027273466,-1.5893844673850037,-1.3921307753559775,-1.611131914971785,-0.5509496628367896,-0.5488297799569948,3.944058968815008,0.6906710884314023,4856.541666666667,6394.375,4772.351190476191,157.28830912006737,5245.075,414.6910579446731,6249.5,770.5799936543596,8071.57361111111,1289.5880251564215,0.8249999999999993,0.4999999999999999,0.8660254037844387,17.499168078405905,4880.537616918697,6768.444588689287,0,1.5114455303319736,45.2,32.38,-1.5496633440171426,0.6237175267255185,-0.295033716014413,-0.15202764687538864,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,1.9772883678510476,0.8272093939370477,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2016-02-04,1.4948464750719863,1.2477742343862108,18.259166666666665,-1.4668874005939156,-1.574584310745933,-1.245321136530992,-1.5877316924458338,-0.46591137858331394,-0.5555020780883817,3.967791515017507,0.6523365086848901,4928.916666666667,7136.416666666667,4819.934523809524,192.36995345272985,5232.145833333333,413.7710305552725,6416.321428571428,963.6386770126236,8017.527777777778,1265.8252632738868,0.4779166666666654,0.4999999999999999,0.8660254037844387,17.879167372541815,4976.852141794084,7272.680627685315,0,1.5169436928355902,44.5,32.76,-1.5292614079123636,0.5989305224382783,-0.295033716014413,-0.15202764687538864,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,1.9772883678510476,0.7679661988268401,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2016-02-05,1.5522413900058263,1.7797590858002021,20.747916666666665,-1.4138796053681353,-1.6484911246927842,-0.526224846838685,-1.5128209450713324,-0.07306694958914914,-0.5766610619549015,3.997211535133018,0.5929124464472877,5073.166666666667,7776.916666666667,4879.107142857143,212.23334148237825,5217.309722222222,409.5713783003069,6849.714285714285,1187.726769631353,7989.865277777778,1242.1407587200345,2.4887499999999996,0.4999999999999999,0.8660254037844387,19.313542019614676,5045.84273756421,7949.652813847583,0,1.5425520858302837,44.15,32.35,-1.5088594718075838,0.5741435181510381,-0.295033716014413,-0.15202764687538864,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,1.9772883678510476,0.7383446012717364,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2016-02-06,0.7347656166031336,0.08587528464957599,15.900416666666668,-1.1378416272656182,-1.7420844962008115,-0.7535138638848854,-1.503728443203022,-0.15880549796879898,-0.6101317356721684,4.094823126049339,0.7636060405612712,5114.833333333333,8626.625,4867.904761904762,230.69989338290048,5178.976388888888,419.30892370823346,6954.541666666666,1039.707835452749,7879.634722222222,1274.7799560178107,-4.847499999999998,0.4999999999999999,0.8660254037844387,17.606979343134466,4783.608868781151,6935.368073586767,0,1.4875628676578574,44.15,32.11333333333334,-1.4068497912836877,0.549356513863798,0.770401855796133,-0.15202764687538864,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,0.3056523127829755,0.7383446012717364,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2016-02-07,0.5554639023498148,-0.32908489930777984,14.692083333333334,-1.6754987237405357,-1.6095408711886905,-0.3815225234035317,-1.5336886464312602,0.09589253103777107,-0.6614772361237528,4.210217070923695,0.8351017044509068,4521.375,5921.083333333333,4839.5119047619055,277.99185609812673,5138.4111111111115,434.93111596960944,6891.214285714285,1137.6321370719663,7757.281944444445,1344.827669246759,-1.208333333333332,0.4999999999999999,0.8660254037844387,16.14953133823125,4587.408601056885,6096.829870125192,0,1.4699776477388182,44.15,31.87666666666667,-1.3048401107597907,0.5245695095765586,2.368555213511952,-0.15202764687538864,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,0.3056523127829755,0.8272093939370477,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2016-02-08,0.9729545135785729,-0.059479473947920886,15.02125,-1.8095201763602073,-1.3767320580248972,-0.7131236522464329,-1.5920799835044772,0.2007617767196441,-0.6999997927119264,4.310694175309427,0.8251644279080669,4391.208333333333,5258.291666666667,4797.190476190476,273.68413597260627,5114.698611111112,439.2287622793232,6686.089285714285,1215.296163375658,7647.586111111112,1375.5361583515853,0.3291666666666657,0.4999999999999999,0.8660254037844387,15.585390669115112,4640.850133861825,5892.873268395744,0,1.4749668326123084,44.15,31.64,-1.2028304302358948,0.4997825052893184,2.901272999417225,-1.155161427032925,-0.3203544141909947,0.33724442813702693,2.496929779360335,0.4757023834493887,0.8628643311389995,0.9456957841574629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
