Year,Month,fill-level
1995,1,
1995,1,
1995,1,
1995,1,
1995,1,
1995,1,
1995,2,
1995,2,
1995,2,
1995,2,
1995,3,
1995,3,
1995,3,
1995,3,
1995,4,
1995,4,
1995,4,
1995,4,
1995,5,
1995,5,
1995,5,
1995,5,
1995,5,
1995,6,
1995,6,
1995,6,
1995,6,
1995,7,
1995,7,
1995,7,
1995,7,
1995,7,
1995,8,
1995,8,
1995,8,
1995,8,
1995,9,
1995,9,
1995,9,
1995,9,
1995,10,
1995,10,
1995,10,
1995,10,
1995,10,
1995,11,
1995,11,
1995,11,
1995,11,
1995,12,
1995,12,
1995,12,
1995,12,
1996,1,
1996,1,
1996,1,
1996,1,
1996,1,
1996,2,
1996,2,
1996,2,
1996,2,
1996,3,
1996,3,
1996,3,
1996,3,
1996,4,
1996,4,
1996,4,
1996,4,
1996,4,
1996,5,
1996,5,
1996,5,
1996,5,
1996,6,
1996,6,
1996,6,
1996,6,
1996,7,
1996,7,
1996,7,
1996,7,
1996,7,
1996,8,
1996,8,
1996,8,
1996,8,
1996,9,
1996,9,
1996,9,
1996,9,
1996,9,
1996,10,
1996,10,
1996,10,
1996,10,
1996,11,
1996,11,
1996,11,
1996,11,
1996,12,
1996,12,
1996,12,
1996,12,
1996,12,
1997,1,
1997,1,
1997,1,
1997,1,
1997,1,
1997,2,
1997,2,
1997,2,
1997,2,
1997,3,
1997,3,
1997,3,
1997,3,
1997,3,
1997,4,
1997,4,
1997,4,
1997,4,
1997,5,
1997,5,
1997,5,
1997,5,
1997,6,
1997,6,
1997,6,
1997,6,
1997,6,
1997,7,
1997,7,
1997,7,
1997,7,
1997,8,
1997,8,
1997,8,
1997,8,
1997,9,
1997,9,
1997,9,
1997,9,
1997,9,
1997,10,
1997,10,
1997,10,
1997,10,
1997,11,
1997,11,
1997,11,
1997,11,
1997,12,
1997,12,
1997,12,
1997,12,
1997,12,
1998,1,
1998,1,
1998,1,
1998,1,
1998,1,
1998,2,
1998,2,
1998,2,
1998,2,
1998,3,
1998,3,
1998,3,
1998,3,
1998,3,
1998,4,
1998,4,
1998,4,
1998,4,
1998,5,
1998,5,
1998,5,
1998,5,
1998,6,
1998,6,
1998,6,
1998,6,
1998,6,
1998,7,
1998,7,
1998,7,
1998,7,
1998,8,
1998,8,
1998,8,
1998,8,
1998,8,
1998,9,
1998,9,
1998,9,
1998,9,
1998,10,
1998,10,
1998,10,
1998,10,
1998,11,
1998,11,
1998,11,
1998,11,
1998,11,
1998,12,
1998,12,
1998,12,
1998,12,
1999,1,
1999,1,
1999,1,
1999,1,
1999,1,
1999,2,
1999,2,
1999,2,
1999,2,
1999,3,
1999,3,
1999,3,
1999,3,
1999,3,
1999,4,
1999,4,
1999,4,
1999,4,
1999,5,
1999,5,
1999,5,
1999,5,
1999,5,
1999,6,
1999,6,
1999,6,
1999,6,
1999,7,
1999,7,
1999,7,
1999,7,
1999,8,
1999,8,
1999,8,
1999,8,
1999,8,
1999,9,
1999,9,
1999,9,
1999,9,
1999,10,
1999,10,
1999,10,
1999,10,
1999,11,
1999,11,
1999,11,
1999,11,
1999,11,
1999,12,
1999,12,
1999,12,
1999,12,
2000,1,
2000,1,
2000,1,
2000,1,
2000,1,
2000,1,
2000,2,
2000,2,
2000,2,
2000,2,
2000,3,
2000,3,
2000,3,
2000,3,
2000,4,
2000,4,
2000,4,
2000,4,
2000,5,
2000,5,
2000,5,
2000,5,
2000,5,
2000,6,
2000,6,
2000,6,
2000,6,
2000,7,
2000,7,
2000,7,
2000,7,
2000,7,
2000,8,
2000,8,
2000,8,
2000,8,
2000,9,
2000,9,
2000,9,
2000,9,
2000,10,
2000,10,
2000,10,
2000,10,
2000,10,
2000,11,
2000,11,
2000,11,
2000,11,
2000,12,
2000,12,
2000,12,
2000,12,
2001,1,
2001,1,
2001,1,
2001,1,
2001,1,
2001,2,
2001,2,
2001,2,
2001,2,
2001,3,
2001,3,
2001,3,
2001,3,
2001,4,
2001,4,
2001,4,
2001,4,
2001,4,
2001,5,
2001,5,
2001,5,
2001,5,
2001,6,
2001,6,
2001,6,
2001,6,
2001,7,
2001,7,
2001,7,
2001,7,
2001,7,
2001,8,
2001,8,
2001,8,
2001,8,
2001,9,
2001,9,
2001,9,
2001,9,
2001,10,
2001,10,
2001,10,
2001,10,
2001,10,
2001,11,
2001,11,
2001,11,
2001,11,
2001,12,
2001,12,
2001,12,
2001,12,
2001,12,
2002,1,
2002,1,
2002,1,
2002,1,
2002,1,
2002,2,
2002,2,
2002,2,
2002,2,
2002,3,
2002,3,
2002,3,
2002,3,
2002,4,
2002,4,
2002,4,
2002,4,
2002,4,
2002,5,
2002,5,
2002,5,
2002,5,
2002,6,
2002,6,
2002,6,
2002,6,
2002,7,
2002,7,
2002,7,
2002,7,
2002,7,
2002,8,
2002,8,
2002,8,
2002,8,
2002,9,
2002,9,
2002,9,
2002,9,
2002,9,
2002,10,
2002,10,
2002,10,
2002,10,
2002,11,
2002,11,
2002,11,
2002,11,
2002,12,
2002,12,
2002,12,
2002,12,
2002,12,
2003,1,
2003,1,
2003,1,
2003,1,
2003,1,
2003,2,
2003,2,
2003,2,
2003,2,
2003,3,
2003,3,
2003,3,
2003,3,
2003,3,
2003,4,
2003,4,
2003,4,
2003,4,
2003,5,
2003,5,
2003,5,
2003,5,
2003,6,
2003,6,
2003,6,
2003,6,
2003,6,
2003,7,
2003,7,
2003,7,
2003,7,
2003,8,
2003,8,
2003,8,
2003,8,
2003,9,
2003,9,
2003,9,
2003,9,
2003,9,
2003,10,
2003,10,
2003,10,
2003,10,
2003,11,
2003,11,
2003,11,
2003,11,
2003,12,
2003,12,
2003,12,
2003,12,
2003,12,
2004,1,
2004,1,
2004,1,
2004,1,
2004,1,
2004,2,
2004,2,
2004,2,
2004,2,
2004,3,
2004,3,
2004,3,
2004,3,
2004,3,
2004,4,
2004,4,
2004,4,
2004,4,
2004,5,
2004,5,
2004,5,
2004,5,
2004,5,
2004,6,
2004,6,
2004,6,
2004,6,
2004,7,
2004,7,
2004,7,
2004,7,
2004,8,
2004,8,
2004,8,
2004,8,
2004,8,
2004,9,
2004,9,
2004,9,
2004,9,
2004,10,
2004,10,
2004,10,
2004,10,
2004,11,
2004,11,
2004,11,
2004,11,
2004,11,
2004,12,
2004,12,
2004,12,
2004,12,
2005,1,0.759216806556707
2005,1,0.766207549012016
2005,1,0.750626222564886
2005,1,0.722985510466783
2005,1,0.695802288742471
2005,1,
2005,2,0.670698788068552
2005,2,0.638005032225772
2005,2,0.602484633418513
2005,2,0.566402934941311
2005,3,0.533093674142058
2005,3,0.505151915085118
2005,3,0.481536871378599
2005,3,0.458584299320919
2005,4,0.440659015079843
2005,4,0.429774526208761
2005,4,0.416594477120992
2005,4,0.411983913487016
2005,5,0.427568157817064
2005,5,0.421998957417988
2005,5,0.431394287907508
2005,5,0.489053506116893
2005,5,0.527106683410826
2005,6,0.55393134221492
2005,6,0.608217038865078
2005,6,0.662522992356269
2005,6,0.691533313805963
2005,7,0.738976013880145
2005,7,0.758750674760425
2005,7,0.780516285714606
2005,7,0.790339450787099
2005,8,0.800414676053272
2005,8,0.800264012291021
2005,8,0.795446643705173
2005,8,0.800673301483519
2005,8,0.80987602364383
2005,9,0.81239202430372
2005,9,0.834277885702037
2005,9,0.838943804941771
2005,9,0.854999904607674
2005,10,0.854449378659278
2005,10,0.843726607837658
2005,10,0.8258850443911
2005,10,0.838198005290346
2005,10,0.885429944436776
2005,11,0.92446235201564
2005,11,0.930823841796877
